rating,acidity_structure,aftertaste,aroma,body,flavor,agtron,coffee_origin,est_price,roast_level,roaster,roaster_location
92,,,8.0,8.0,8.0,56/64,Papua New Guinea,,Medium,The Roasterie,"Kansas City, Missouri"
86,,6.0,8.0,7.0,8.0,45/49,"Fraijanes growing region, south-central Guatemala",,Medium-Dark,Intelligentsia Coffee Roasters,"Chicago, Illinois"
92,,,9.0,8.0,7.0,29/36,North-central Yemen,,Very Dark,Bartlett's Premium Coffee,"Oakland, California"
84,,,7.0,7.0,7.0,48/58,Not disclosed,,Medium,Eight O'Clock Coffee,"Montvale, New Jersey"
90,,,8.0,6.0,9.0,49/65,South-central Kenya,,Medium,The Embellished Bean,"LaGrangeville, New York"
90,,,8.0,8.0,8.0,g/wb,,,Light,Timothy's World Coffee,"Toronto, Canada"
86,,,7.0,7.0,7.0,53/45,"Bouquete region of Panama, near the Costa Rican border.",,Medium-Dark,Starbucks Coffee,"Seattle, Washington"
82,,,7.0,6.0,7.0,35/34,"Northern Sumatra, Indonesia.",,Very Dark,Capricorn Coffee,"San Francisco, California"
81,,,6.0,7.0,6.0,32/31,"Northern Sumatra; San Marcos region, northwestern Guatemala.",,Very Dark,Coffee Roasters of Pasadena,"Pasadena, California"
78,,,7.0,6.0,7.0,40/35,"East Java, Indonesia; central Yemen.",,Dark,Starbucks Coffee,"Seattle, Washington"
89,,,8.0,8.0,8.0,44/37,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia.",,Dark,Equal Exchange,"Canton, Massachusetts"
89,,,8.0,7.0,8.0,66/47,"Lintong growing region, North Sumatra Province, Sumatra, Indonesia.",,Medium,Trader Joe's,"Monrovia, California"
89,,,8.0,8.0,8.0,52/42,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia.",,Medium-Dark,Jeremiah's Pick Coffee,"San Francisco, California"
86,,,8.0,7.0,7.0,53/46,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia.",,Medium-Dark,Flying Goat Coffee,"Healdsburg, California"
85,,,8.0,7.0,7.0,46/43,"Mandheling growing region, North Sumatra Province, Sumatra, Indonesia.",,Medium-Dark,Door County Coffee and Tea,"Sturgeon Bay, Wisconsin"
85,,,8.0,7.0,7.0,36/32,"Mandheling growing region, North Sumatra Province, Sumatra, Indonesia.",,Very Dark,Stockton Graham & Co,"Raleigh, North Carolina"
85,,,8.0,7.0,7.0,45/41,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia.",,Medium-Dark,Ecco Caffe,"Santa Rosa, California"
83,,,7.0,7.0,7.0,38/32,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia.",,Dark,Flying Goat Coffee,"Healdsburg, California"
83,,,7.0,7.0,7.0,53/44,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia.",,Medium-Dark,Seattle's Best Coffee,"Seattle, Washington"
83,,,8.0,7.0,7.0,35/32,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia.",,Very Dark,Stockton Graham & Co,"Raleigh, North Carolina"
94,,8.0,9.0,9.0,9.0,75/63,Nicaragua,,Medium-Light,Thanksgiving Coffee,"Fort Bragg, California"
90,,,9.0,7.0,8.0,77/56,East Africa,,Medium-Light,Allegro Coffee,"Thornton, Colorado"
89,,,8.0,7.0,8.0,50/48,South-central Kenya.,,Medium-Dark,Diedrich Coffee,"Irvine, California"
87,,,8.0,7.0,7.0,49/43,Not disclosed.,,Medium-Dark,Mozart's Coffee Roasters,"Austin, Texas"
87,,,8.0,7.0,7.0,49/43,Not disclosed.,,Medium-Dark,Mozart's Coffee Roasters,"Austin, Texas"
86,,,7.0,7.0,8.0,43/36,Not disclosed.,,Dark,Has Beans,"Mt. Shasta, California"
87,,,8.0,7.0,8.0,33/32,Not disclosed.,,Very Dark,Caffe Appassionato,"Seattle, Washington"
84,,,7.0,8.0,7.0,61/0,Colombia,,Very Dark,Sara Lee Coffee and Tea,"New York, New York"
84,,,7.0,7.0,7.0,48/40,Not disclosed.,,Medium-Dark,Community Coffee,"Baton Rouge, Louisiana"
84,,,7.0,7.0,7.0,44/38,"Antigua Valley, Guatemala.",,Medium-Dark,Starbucks Coffee,"Seattle, Washington"
91,,,8.0,7.0,9.0,g/wb,"Blue Mountain district, eastern Jamaica.",,Light,Green Mountain Coffee,"Waterbury, Vermont"
90,,,8.0,8.0,6.0,45/36,Not disclosed.,,Dark,Coffee City USA,"Coffee City, Texas"
90,,,8.0,8.0,8.0,53/47,Colombia; Costa Rica; Papua New Guinea.,,Medium-Dark,Graffeo Coffee,"San Francisco, California"
89,,,8.0,7.0,8.0,76/56,Central America; East Africa; South America.,,Medium-Light,Mozart's Coffee Roasters,"Austin, Texas"
89,,,8.0,8.0,7.0,51/34,Indonesia; South America; Central America.,,Medium-Dark,Supreme Bean Coffee Roasters,"North Hollywood, California"
87,,,8.0,7.0,7.0,g/wb,Not disclosed.,,Light,Diedrich Coffee Roasters,"Irvine, California"
87,,,7.0,7.0,8.0,g/wb,Colombia.,,Light,Millstone Coffees,"Cincinnati, Ohio"
87,,,8.0,7.0,8.0,/,"Toraja/Kalossi growing district, southwestern Sulawesi, Indonesia.",,,Green Mountain Coffee,"Waterbury, Vermont"
87,,,8.0,8.0,6.0,32/30,Colombia; Costa Rica; Papua New Guinea.,,Very Dark,Graffeo Coffee,"San Francisco, California"
87,,,6.0,7.0,7.0,0/0,Not disclosed.,,,Lavazza,"Turin, Italy"
85,,,7.0,6.0,7.0,44/38,,,Medium-Dark,Seattle's Best Coffee,"Seattle, Washington"
91,,,8.0,7.0,8.0,53/66,Papua New Guinea.,,Medium,CC's Coffee,"Baton Rouge, Louisiana"
91,,,9.0,8.0,9.0,62/51,"Yirgacheffe growing region, south-central Ethiopia.",,Medium,Neighbors Coffee,"Oklahoma City, Oklahoma"
90,,,8.0,6.0,8.0,55/47,South-central Kenya.,,Medium,Flying Goat Coffee,"Healdsburg, California"
90,,9.0,8.0,7.0,9.0,57/49,"Bouquete growing region, western Panama.",,Medium,Intelligentsia Coffee Roasters,"Chicago, Illinois"
90,,,8.0,8.0,8.0,37/32,"Papua New Guinea; Timor; western Java and north-central Sumatra, Indonesia.",,Very Dark,Peet's Coffee and Tea,"Berkeley, California"
89,,,8.0,8.0,8.0,70/53,Central Nicaragua.,,Medium-Light,Timothy's World Coffee,"Toronto, Canada"
89,,,8.0,6.0,8.0,49/44,South-central Kenya.,,Medium-Dark,Intelligentsia Coffee Roasters,"Chicago, Illinois"
89,,,8.0,8.0,8.0,50/43,Not disclosed.,,Medium-Dark,Torreo Coffee,"Philadelphia, Pennsylvania"
88,,,7.0,7.0,8.0,53/45,"San Cristobal, Galapagos Islands",,Medium-Dark,Flying Goat Coffee,"Healdsburg, California"
88,,,7.0,7.0,8.0,33/30,Not disclosed.,,Very Dark,Peet's Coffee and Tea,"Berkeley, California"
88,,,8.0,8.0,8.0,54/48,Central Costa Rica.,,Medium,Torreo Coffee,"Philadelphia, Pennsylvania"
86,,,8.0,7.0,8.0,36/32,"Sulawesi, Indonesia; Kenya; Colombia.",,Very Dark,Stockton Graham & Co,"Raleigh, North Carolina"
86,,,8.0,7.0,7.0,58/46,West-central Costa Rica.,,Medium,Café Rey,"Curridabat, Costa Rica"
90,,,8.0,7.0,8.0,59/54,"Blue Mountain growing region, eastern Jamaica.",,Medium,Capricorn Coffees,"San Francisco, California"
89,,,8.0,7.0,8.0,55/48,"Blue Mountain growing region, eastern Jamaica.",,Medium,Kaya Imports,"Sackville, New Brunswick, Canada"
88,,8.0,7.0,7.0,8.0,53/47,"Blue Mountain growing region, eastern Jamaica.",,Medium-Dark,Dallis Bros. Coffee,"Ozone Park, New York"
87,,,7.0,8.0,8.0,60/45,"Blue Mountain growing region, eastern Jamaica.",,Medium,Old Tavern Estate,"Green Hills, Portland, Jamaica"
87,,8.0,8.0,8.0,7.0,53/42,South-central Puerto Rico.,,Medium-Dark,Dallis Bros. Coffee,"Ozone Park, New York"
87,,,8.0,7.0,8.0,44/38,"Blue Mountain growing region, eastern Jamaica.",,Medium-Dark,Old Tavern Estate,"Green Hills, Portland, Jamaica"
85,,,6.0,8.0,7.0,57/49,"Blue Mountain growing region, eastern Jamaica.",,Medium,Gloria Jean's Coffees,"Irvine, California"
84,,,6.0,7.0,7.0,59/52,Southwestern Puerto Rico.,,Medium,Barrington Coffee Roasting Co.,"Great Barrington, Maine"
81,,6.0,6.0,7.0,6.0,54/48,Southwestern Puerto Rico.,,Medium,Dallis Bros. Coffee,"Ozone Park, New York"
93,,,8.0,7.0,8.0,55/73,"Antigua Valley, Guatemala",,Medium-Light,Coffeemaria,"Hanover Park, Illinois"
91,,,8.0,7.0,8.0,0/0,Blend of East African coffees,,,Julius Meinl,"Vienna, Austria"
87,,,7.0,7.0,8.0,48/69,"Chanchamayo growing region, south-central Peru",,Medium,FreshCoffeeNow.com,"Atlanta, Georgia"
86,,,8.0,7.0,8.0,38/46,Central Yemen,,Medium-Dark,CoffeeAM,"Woodstock, Georgia"
85,,,7.0,7.0,7.0,39/48,South and Central America,,Medium-Dark,California Coffee Roasters,"Moorpark, California"
85,,,7.0,7.0,7.0,58/73,Not disclosed,,Medium-Light,Julius Meinl,"Vienna, Austria"
84,,,8.0,7.0,8.0,40/52,"Chanchamayo growing region, south-central Peru",,Medium-Dark,Joe to Go,"North Hollywood, California"
83,,,7.0,8.0,7.0,48/60,Colombia,,Medium,The Embellished Bean,"LaGrangeville, New York"
80,,,6.0,7.0,6.0,43/57,Cameroon,,Medium-Dark,FreshCoffeeNow.com,"Atlanta, Georgia"
78,,,7.0,7.0,4.0,33/41,"Harrar growing region, east-central Ethiopia",,Dark,Coffeemaria,"Hanover Park, Illinois"
94,,,9.0,8.0,10.0,0/66,"Huehuetenango growing region, north-central Guatemala",,Very Dark,Bucks County Coffee,"Langhorne, Pennsylvania"
91,,,8.0,8.0,8.0,48/67,South-central Kenya,,Medium,Allegro Coffee,"Thornton, Colorado"
89,,,8.0,7.0,8.0,53/67,South-central Kenya,,Medium,Allegro Coffee,"Thornton, Colorado"
87,,,8.0,7.0,7.0,52/68,"Cauca Department, southwestern Colombia",,Medium,Green Mountain Coffee,"Waterbury, Vermont"
89,,,8.0,8.0,7.0,48/61,Colombia,,Medium,Dean & Deluca,"New York, New York"
87,,,7.0,6.0,8.0,51/63,"Antigua Valley, Guatemala",,Medium,McNulty's Tea & Coffee,"New York, New York"
87,,7.0,7.0,7.0,7.0,45/54,South-central Kenya,,Medium-Dark,J. Martinez & Company,"Atlanta, Georgia"
86,,,7.0,7.0,8.0,45/55,Colombia,,Medium-Dark,Sara Lee Coffee & Tea,"Harrison, New York"
85,,,7.0,8.0,8.0,52/64,"Colombia, Central America, Kona, Hawaii",,Medium,Pathmark's Mountain Harvest,"Carteret, New Jersey"
85,,,7.0,8.0,7.0,67/79,Southern India,,Light,Porto Rico Importing Co.,"New York, New York"
84,,,7.0,7.0,7.0,51/65,Not disclosed,,Medium,Dean & Deluca,"New York, New York"
84,,,7.0,8.0,6.0,/54,"Northwestern Sumatra, Indonesia",,Medium,Bucks County Coffee,"Langhorne, Pennsylvania"
82,,,7.0,8.0,6.0,0/62,Not disclosed,,Very Dark,Aroma Coffee Roasters,"Hoboken, New Jersey"
82,,,7.0,8.0,7.0,47/58,Not disclosed,,Medium,Maxwell House Premium Cup,"Tarrytown, New York"
80,,,6.0,7.0,6.0,33/40,Not disclosed,,Dark,Starbucks,"Seattle, Washington"
78,,,6.0,7.0,6.0,41/53,Colombia,,Medium-Dark,Folgers,"Cincinnati, Ohio"
65,,,4.0,7.0,2.0,48/60,Not disclosed,,Medium,Eight O'Clock Coffee,"Montvale, New Jersey"
91,,9.0,8.0,8.0,8.0,54/61,"Santa Ana growing region, El Salvador",,Medium,Intelligentsia Coffee Roasters,"Chicago, Illinois"
90,,9.0,8.0,7.0,8.0,47/53,"Intibuca growing region, Honduras",,Medium-Dark,Intelligentsia Coffee Roasters,"Chicago, Illinois"
88,,,7.0,7.0,8.0,50/56,"Santa Adelaida cooperative, El Salvador",,Medium,Allegro Coffee,"Thornton, Colorado"
88,,,,,,48/62,El Salvador,,Medium,Stone Cup Roasting,"Chattanooga, Tennessee"
88,,9.0,8.0,7.0,7.0,53/64,Honduras,,Medium,Volcafe Specialty Coffee,
87,,,8.0,7.0,7.0,0/0,"Santa Ana growing region, El Salvador",,,Cafe de Lya,"San Salvador, El Salvador"
87,,8.0,7.0,7.0,8.0,48/56,"Ocatepeque growing region, Honduras",,Medium,Intelligentsia Coffee Roasters,"Chicago, Illinois"
86,,,8.0,7.0,7.0,33/38,Honduras,,Dark,Copan Trade Coffee Roasters,"Tomball, Texas"
86,,,7.0,7.0,7.0,55/74,El Salvador,,Medium-Light,Coffee City USA,"Tyler, Texas"
84,,,7.0,5.0,7.0,40/46,"Santa Ana growing region, western El Salvador",,Medium-Dark,Humboldt Bay Coffee,"Eureka, California"
83,,,7.0,7.0,7.0,38/43,"Comayagua growing region, Honduras",,Dark,El Tucan Honduras Estate Coffee,"Stuart, Virginia"
81,,,7.0,6.0,7.0,37/43,"Santa Ana growing region, western El Salvador",,Dark,Topeka Coffee of El Salvador,"San Salvador, El Salvador"
80,,,7.0,6.0,6.0,22/28,"Agalta Mountain, northeastern Honduras",,Very Dark,Agalta Coffee Company,"Marion, Indiana"
91,,,8.0,8.0,8.0,32/44,East Timor,,Dark,Supreme Bean Coffee Roasters,"North Hollywood, California"
89,,,8.0,7.0,8.0,0/0,"Cachoeira Farm, South America, Southern Minas Gerais State, Brazil",,,Flying Goat Coffee,"Healdsburg, California"
89,,,9.0,8.0,8.0,32/46,"Southern Minas Gerais State, Brazil",,Dark,Supreme Bean Coffee Roasters,"North Hollywood, California"
88,,,8.0,8.0,8.0,30/33,Colombia,,Very Dark,Uncommon Grounds,"Berkeley, California"
86,,,8.0,7.0,7.0,27/29,"Bouquete growing region, western Panama",,Very Dark,Uncommon Grounds,"Berkeley, California"
87,,,8.0,7.0,7.0,38/45,Southern Mexico,,Medium-Dark,Batdorf & Bronson,"Olympia, Washington"
85,,,9.0,7.0,6.0,40/45,Southern India,,Medium-Dark,Old City Coffee,"Philadelphia, Pennsylvania"
85,,,8.0,7.0,7.0,26/29,Papua New Guinea,,Very Dark,Quartermaine Coffee Roasters,"Rockville, Maryland"
82,,,7.0,6.0,6.0,24/29,"Lake Tawar basin, Aceh Province, northern Sumatra, Indonesia",,Very Dark,New Harvest Coffee Roasters,"East Providence, Rhode Island"
81,,,8.0,6.0,6.0,41/55,"Southern Minas Gerais State and northern Sao Paulo State, Brazil",,Medium-Dark,Astro Cafe,"Sterling, Virginia"
80,,,7.0,8.0,6.0,36/42,West-central Costa Rica,,Dark,Cafe Rey,"Curridabat, Costa Rica"
90,,,8.0,6.0,8.0,45/52,"Western slopes of Volcan Fuego, south-central Guatemala, Central America",,Medium-Dark,Torreo Coffee,"Philadelphia, Pennsylvania"
90,,,8.0,8.0,8.0,25/45,"San Marcos growing region, southwestern Guatemala, Central America",,Dark,Kaffe Magnum Opus,"Millville, New Jersey"
88,,,8.0,8.0,8.0,36/48,"Huehuetenango growing region, north-central Guatemala",,Medium-Dark,Supreme Bean Coffee Roasters,"North Hollywood, California"
87,,,8.0,8.0,8.0,45/54,"Lake Atitlan growing region, south-central Guatemala",,Medium-Dark,PT's Coffee Roasting Co.,"Topeka, Kansas"
87,,,8.0,7.0,8.0,43/48,"Huehuetenango growing region, north-central Guatemala",,Medium-Dark,Santa Cruz Coffee Roasting,"Watsonville, California"
87,,,8.0,7.0,8.0,38/51,"Lake Atitlan basin, south-central Guatemala",,Medium-Dark,Kaffe Magnum Opus,"Millville, New Jersey"
87,,,8.0,7.0,8.0,45/54,"Huehuetenango growing region, north-central Guatemala",,Medium-Dark,New Harvest Coffee Roasters,"Rumford, Rhode Island"
87,,,8.0,7.0,7.0,49/69,"Huehuetenango growing region, north-central Guatemala",,Medium,Neighbors Coffee,"Oklahoma City, Oklahoma"
85,,,8.0,8.0,7.0,53/67,"San Marcos growing region, southwestern Guatemala",,Medium,Green Mountain Coffee,"Waterbury, Vermont"
85,,,8.0,7.0,7.0,33/42,"Huehuetenango growing region, western Guatemala",,Dark,White Horse Coffee & Tea,"Sutherlin, Oregon"
85,,,7.0,7.0,7.0,37/48,"Lake Atitlan growing region, south-central Guatemala",,Medium-Dark,White Horse Coffee & Tea,"Sutherlin, Oregon"
88,,,8.0,7.0,7.0,35/48,"Southern slopes of Mt. Kilimanjaro, northern Tanzania",,Medium-Dark,California Coffee Roasters,"Moorpark, California"
87,,,8.0,7.0,8.0,46/61,"Southern slopes of Mt. Kilimanjaro, northern Tanzania",,Medium,Neighbors Coffee,"Oklahoma City, Oklahoma"
86,,,8.0,6.0,7.0,40/47,"Southern slopes of Mt. Kilimanjaro, northern Tanzania",,Medium-Dark,Humboldt Bay Coffee,"Eureka, California"
94,,,9.0,8.0,8.0,42/47,South-central Kenya,,Medium-Dark,Intelligentsia Coffee Roasters,"Chicago, Illinois"
90,,,8.0,8.0,8.0,43/48,"Tarrazu growing region, central Costa Rica",,Medium-Dark,Kaffe Magnum Opus,"Millville, New Jersey"
89,,9.0,7.0,8.0,8.0,49/54,El Salvador,,Medium,Intelligentsia Coffee Roasters,"Chicago, Illinois"
88,,,9.0,7.0,8.0,42/50,Not disclosed,,Medium-Dark,Green Mountain Coffee,"Waterbury, Vermont"
88,,,8.0,8.0,7.0,60/72,"Blue Mountain growing region, Jamaica",,Medium-Light,Old Tavern Estate,"Green Hills, Portland, Jamaica"
87,,,8.0,6.0,8.0,48/63,"Kona growing region, Big Island of Hawaii",,Medium,Green Mountain Coffee,"Waterbury, Vermont"
87,,,8.0,7.0,8.0,55/72,"Blue Mountain growing region, Jamaica",,Medium-Light,Old Tavern Estate,"Green Hills, Portland, Jamaica"
86,,,8.0,7.0,7.0,31/37,"Kona growing region, Big Island of Hawaii",,Very Dark,Kona Premium Coffee,"Holualoa, Hawaii"
86,,,8.0,6.0,7.0,36/40,Not disclosed,,Dark,Starbucks Coffee,"Seattle, Washington"
85,,,7.0,7.0,7.0,44/53,Central and South America,,Medium-Dark,North Pole Coffee Roasting,"North Pole, Alaska"
87,,,7.0,7.0,8.0,30/37,Not disclosed,,Very Dark,Peet's Coffee & Tea,"Berkeley, California"
89,,,8.0,8.0,9.0,38/49,Papua New Guinea,,Medium-Dark,California Coffee Roasters,"Moorpark, California"
93,,,9.0,7.0,10.0,38/45,"Wahgi Valley, Papua New Guinea",,Medium-Dark,Moore Coffee,"Ventura, California"
90,,,8.0,6.0,9.0,37/59,East Timor,,Medium-Dark,The Supreme Bean,"North Hollywood, California"
89,,,7.0,7.0,8.0,42/45,Not disclosed,,Medium-Dark,Allegro Coffee,"Thornton, Colorado"
89,,,8.0,7.0,8.0,51/61,"Toraja (or Kalossi) growing region, southwestern Sulawesi (Celebes), Indonesia.",,Medium,The Roasterie,"Kansas City, Missouri"
88,,,8.0,7.0,8.0,41/47,"Lake Toba region, northern Sumatra, Indonesia.",,Medium-Dark,Kaffe Magnum Opus,"Millville, New Jersey"
87,,,7.0,7.0,7.0,57/68,East Timor,,Medium-Light,New Harvest Coffee Roasters,"Rumford, Rhode Island"
86,,,7.0,8.0,8.0,29/38,"Lake Toba region, northern Sumatra, Indonesia.",,Very Dark,Alpen Sierra Coffee,"South Lake Tahoe, California"
86,,,7.0,7.0,7.0,35/46,Not disclosed,,Dark,Natchitoches Coffee Company,"Natchitoches, Louisiana"
87,,,7.0,8.0,8.0,37/45,Papua New Guinea,,Medium-Dark,Rosalie's Roast,"Blissfield, Michigan"
90,,,8.0,7.0,8.0,0/68,"Caldas Department, west-central Colombia",,Very Dark,Timothy's World Coffee,"Toronto, Canada"
87,,,8.0,7.0,8.0,0/62,Colombia,,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
85,,,7.0,7.0,8.0,0/38,Not disclosed,,Very Dark,Van Houtte Cafe,"Montreal, Canada"
85,,,7.0,7.0,7.0,0/44,Colombia,,Very Dark,Diedrich Coffee,"Irvine, California"
85,,,6.0,7.0,7.0,0/61,Not disclosed,,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
85,,,6.0,7.0,8.0,0/44,Not disclosed,,Very Dark,Van Houtte Cafe,"Montreal, Canada"
83,,,8.0,7.0,7.0,0/46,"East Africa, South America",,Very Dark,Flavia Beverage Systems,"West Chester, Pennsylvania"
83,,,7.0,7.0,7.0,0/49,Not disclosed,,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
82,,,8.0,7.0,6.0,0/51,"Tarrazu growing region, central Costa Rica",,Very Dark,Flavia Beverage Systems,"West Chester, Pennsylvania"
81,,,4.0,6.0,7.0,0/65,Central and South America,,Very Dark,Melitta,"Clearwater, Florida"
81,,,6.0,5.0,6.0,0/57,Not disclosed,,Very Dark,Green Mountain Coffee,"Waterbury, Vermont"
80,,,6.0,5.0,6.0,0/55,Not disclosed,,Very Dark,Timothy's World Coffee,"Toronto, Canada"
79,,,6.0,8.0,5.0,0/60,Colombia,,Very Dark,Melitta,"Clearwater, Florida"
78,,,6.0,6.0,5.0,0/39,Central and South America,,Very Dark,Melitta,"Clearwater, Florida"
78,,,5.0,6.0,7.0,0/52,Northern Sumatra,,Very Dark,Diedrich Coffee,"Irvine, California"
78,,,5.0,6.0,5.0,0/39,South-central Kenya,,Very Dark,Van Houtte Cafe,"Montreal, Canada"
72,,,5.0,7.0,5.0,0/39,Not disclosed,,Very Dark,Flavia Beverage Systems,"West Chester, Pennsylvania"
91,,,8.0,7.0,8.0,29/36,Harrar region of eastern Ethiopia,,Very Dark,Hood River Coffee,"Hood River, Oregon"
90,,,9.0,7.0,8.0,40/47,Not disclosed,,Medium-Dark,Starbucks Coffee,"Seattle, Washington"
90,,9.0,8.0,8.0,8.0,45/49,Not disclosed,,Medium-Dark,Stumptown Coffee Roasters,"Portland, Oregon"
89,,9.0,8.0,7.0,8.0,42/50,"Bouquete growing region, western Panama",,Medium-Dark,Stumptown Coffee Roasters,"Portland, Oregon"
88,,,9.0,7.0,8.0,36/41,Not disclosed,,Dark,Boyds Coffee,"Portland, Oregon"
88,,,8.0,6.0,8.0,40/52,Not disclosed,,Medium-Dark,Hood River Coffee,"Hood River, Oregon"
87,,,8.0,6.0,8.0,36/42,Central Guatemala,,Dark,Starbucks Coffee,"Seattle, Washington"
86,,,7.0,7.0,8.0,36/42,Not disclosed,,Dark,World Cup Roasters,"Portland, Oregon"
86,,,7.0,7.0,7.0,40/47,Not disclosed,,Medium-Dark,Bridgetown Coffee,"Portland, Oregon"
85,,,7.0,7.0,7.0,40/51,Either Yemen or Ethiopia; Indonesia,,Medium-Dark,Buckmaster Coffee,"Hillsboro, Oregon"
85,,,7.0,6.0,7.0,34/41,Not disclosed,,Dark,Tully's Coffee,"Seattle, Washington"
85,,,7.0,7.0,7.0,36/48,Not disclosed,,Medium-Dark,Seattle's Best Coffee,"Seattle, Washington"
85,,,8.0,7.0,6.0,33/37,Not disclosed,,Dark,Zeitgeist Coffee,"Seattle, Washington"
85,,,8.0,7.0,6.0,47/55,"Antigua valley, central Guatemala",,Medium,Batdorf & Bronson,"Olympia, Washington"
84,,,6.0,6.0,8.0,41/46,Not disclosed,,Medium-Dark,Caffe Ladro,"Seattle, Washington"
83,,,7.0,6.0,7.0,38/44,Harrar region of eastern Ethiopia,,Medium-Dark,Longbottom Coffee and Tea,"Hillsboro, Oregon"
82,,,7.0,6.0,7.0,32/36,Not disclosed,,Very Dark,Caffe Appassionato,"Seattle, Washington"
82,,,7.0,8.0,7.0,32/38,"Aceh Province, northern Sumatra",,Dark,Caffe Fiore,"Seattle, Washington"
80,,,6.0,6.0,7.0,/,Sumatra,,,Starbucks Coffee,"Seattle, Washington"
90,,9.0,8.0,8.0,7.0,40/50,Not disclosed,,Medium-Dark,Caffe Vita Coffee Roasting Co.,"Seattle, Washington"
90,,,8.0,8.0,8.0,39/48,Espresso Blend,,Medium-Dark,Zoka Coffee Roasters,"Seattle, Washington"
89,,7.0,8.0,9.0,8.0,44/60,Not disclosed,,Medium,Espresso Vivace,"Seattle, Washington"
87,,,8.0,7.0,7.0,33/41,Not disclosed,,Dark,Tully's Coffee,"Seattle, Washington"
85,,7.0,8.0,6.0,7.0,40/49,Not disclosed,,Medium-Dark,Stumptown Coffee Roasters,"Portland, Oregon"
85,,,8.0,8.0,6.0,28/41,Not disclosed,,Very Dark,Caffe D'Arte,"Seattle, Washington"
85,,,6.0,7.0,7.0,35/49,Central America; South America; IndonesiaCentral America; South America; Indonesia,,Medium-Dark,Portland Roasting,"Portland, Oregon"
84,,,7.0,7.0,7.0,28/33,Not disclosed,,Very Dark,Starbucks Coffee,"Seattle, Washington"
84,,,7.0,8.0,6.0,35/46,Not disclosed,,Dark,Torrefazione Italia,"Seattle, Washington"
82,,,7.0,7.0,6.0,36/46,Not disclosed,,Medium-Dark,Zeitgeist Coffee,"Seattle, Washington"
82,,,7.0,7.0,7.0,30/34,Not disclosed,,Very Dark,Millstone Coffee,"Cincinnati, Ohio"
81,,,6.0,7.0,7.0,42/46,Not disclosed,,Medium-Dark,Cravens Coffee,"Spokane, Washington"
89,,,7.0,8.0,8.0,50/64,"Caranavi region, north of La Paz, Bolivia",,Medium,Flying Goat Coffee,"Healdsburg, California"
88,,,8.0,7.0,8.0,39/42,"Quillabamba region, south-central Peru.",,Dark,Alterra Coffee Roasters,"Milwaukee, Wisconsin"
90,,,9.0,7.0,8.0,51/58,"Gikongoro Province, southwestern Rwanda.",,Medium,Ancora Coffee Roasters,"Madison, Wisconsin"
88,,,8.0,7.0,7.0,45/48,"Gikongoro Province, southwestern Rwanda.",,Medium-Dark,Ancora Coffee Roasters,"Madison, Wisconsin"
86,,,8.0,7.0,7.0,51/56,"Cusco Province, south-central Peru.",,Medium,Caffe Lusso Coffee Roasters,"Redmond, Washington"
85,,,8.0,7.0,7.0,44/50,Northern Peru,,Medium-Dark,Caffe Ibis,"Logan, Utah"
85,,,8.0,7.0,7.0,34/49,"Chanchamayo growing region, south-central Peru.",,Medium-Dark,Supreme Bean Coffee Roasters,"North Hollywood, California"
85,,,8.0,6.0,7.0,37/43,"Quillabamba region, south-central Peru.",,Dark,Flying Goat Coffee,"Healdsburg, California"
81,,,6.0,7.0,7.0,47/51,"Chiclayo Province, northwestern Peru.",,Medium-Dark,Moore Coffee,"Ventura, California"
90,,,7.0,7.0,9.0,39/52,Papua New Guinea,,Medium-Dark,The Supreme Bean,"North Hollywood, California"
92,,,9.0,8.0,8.0,39/54,Western El Salvador,,Medium-Dark,Moore Coffee,"Ventura, California"
94,,,9.0,7.0,9.0,43/76,Central Kenya,,Medium,Green Mountain Coffee,"Waterbury, Vermont"
90,,,8.0,6.0,9.0,47/53,Not disclosed,,Medium-Dark,T.M. Ward Coffee,"Newark, New Jersey"
88,,,7.0,7.0,8.0,52/62,"Honaunau, South Kona, Hawaii",,Medium,McClure Farms,"Captain Cook, Hawaii"
88,,,8.0,8.0,8.0,45/49,Not disclosed,,Medium-Dark,The Roasterie,"Kansas City, Missouri"
88,,,7.0,7.0,8.0,0/60,Not disclosed,,Very Dark,Illy Caffe,"Trieste, Italy"
88,,,8.0,7.0,8.0,0/30,Not disclosed,,Very Dark,Wolfgang Puck Coffee,"Seattle, Washington"
88,,8.0,8.0,7.0,8.0,36/40,Not disclosed,,Dark,Intelligentsia Coffee Roasters,"Chicago, Illinois"
88,,9.0,7.0,7.0,8.0,45/51,Not disclosed,,Medium-Dark,Intelligentsia Coffee Roasters,"Chicago, Illinois"
87,,,7.0,8.0,8.0,0/29,Brazil and others,,Very Dark,Metropolitan Fine Coffees,"Chicago, Illinois"
